record_label,artist,song_title,release_year,page_views,raw_lyrics,sentiment_category,confidence_score
HYBE,NewJeans,Cool With You,Unknown,121899,"You know me like no other
다 표현하지 않아도
See me like no other (Mm)
And I think I like your point of view
다시 돌아와도 돼
I don't care what other people say
놓지 말아봐줘
Dreaming of each other

You may be on my mind (Mind)
Everyday baby, say you're mine (Mine)
You and me on my mind (Mind)
Everywhere, baby, say you're mine (Mine)
It feels

(It feels)
Cool with you (너랑)
Cool with you (Gotta tell me now)
Cool with you (It's just)
Cool with you (Haha)

이쯤에서 정말로
너는 어떤 결말로
가려 해
What's the best
너의 옆에 내가 있을 때
이런 말이 잘 안 나와
이제 더 말하지 않아도 알아
우리 둘이 만든 거리
건너서 여기

You may be on my mind (Mind)
Everyday baby, say you're mine (Mine)
You and me on my mind
Everywhere, baby, say you're mine
It feels

Cool with you (너랑)
Cool with you (Gotta tell me now)
Cool with you (It just)
Cool with you (Haha)
Cool with you (*너랑*; You know me like no other)
Cool with you (*Gotta tell me now*)
Cool with you (It just; See me like no other)
Cool with you (Haha)",Very Positive,0.8016
HYBE,NewJeans,How Sweet,Unknown,111209,"All I know is now 알게 됐어 나 (I know)
그동안 맨날 always up and down (No more)
생각 또 생각 spinnin' 'round and 'round
Changing my mind
수상해서 그렇지 이런 헛소리 (No more)
How it's supposed to be, 그만해
'Cause it's clear (It's simple)
It's like biting an apple

Toxic lover, you're no better
거기 숨지 말고 얼른 나와
You little demon in my storyline
Don't knock on my door, I'll see you out

And don't you know how sweet it tastes? (How sweet it tastes)
Yeah, don't you know how sweet it tastes? (How sweet it tastes)
Yeah, don't you know how sweet it tastes?
Now that I'm without you
나 더는 묻지 않을래 (How sweet it tastes)
알려주지 않아도 돼 (How sweet it tastes)
Wow, don't you know how sweet it tastes?
Now that I'm without you

모든 게 typical
So I've been praying so hard for a miracle
부르고 있어 나의 이름을
더는 안 봐 drama, it's good karma
Done scrolling thousand times
다 알고 있어 뻔한 수작일 뿐이야
완전 쉬운 공식이야
It's like biting an apple

And don't you know how sweet it tastes? (How sweet it tastes)
Yeah, don't you know how sweet it tastes? (How sweet it tastes)
Yeah, don't you know how sweet it tastes?
Now that I'm without you
나 더는 묻지 않을래 (How sweet it tastes)
알려주지 않아도 돼 (How sweet it tastes)
Wow, don't you know how sweet it tastes?
Now that I'm without you

I won't wait, I'm feeling
My own way, I'm in it
'Causе me and you are differеnt
So I won't stay, I'm leaving
I won't wait, I'm feeling
My own way, I'm in it
'Cause me and you are different
So I won't stay, I'm leaving

And don't you know how sweet it tastes? (How sweet it tastes)
Yeah, don't you know how sweet it tastes? (How sweet it tastes)
Yeah, don't you know how sweet it tastes?Now that I'm without you
나 더는 묻지 않을래 (How sweet it tastes)
알려주지 않아도 돼 (How sweet it tastes)
Wow, don't you know how sweet it tastes?
Now that I'm without you

Toxic lover, you're no better
거기 숨지 말고 빨리 나와
You little demon in my storyline
Don't knock on my door 너 얼른 나가버려
Toxic lover, you're no better
거기 숨지 말고 얼른 나와
You little demon in my storyline
Don't knock on my door, I'll see you out",Very Positive,0.6792
HYBE,NewJeans,Hype Boy,Unknown,96766,"(Uh-uh)
(Uh-uh)
One, two, three, four

Baby, got me looking so crazy
빠져버리는 daydream
Got me feeling you, 너도 말해줄래?

누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be the one
날 믿어봐 한 번
I'm not looking for just fun
Maybe I could be the one

Oh, baby
예민하대 나 lately
너 없이는 매일 매일이, yeah-eh
재미없어, 어쩌지
I just want you, call my phone right now
I just wanna hear you're mine

'Cause I know what you like, boy (Uh-uh)
You're my chemical hype boy (Uh-uh)
내 지난 날들은, 눈 뜨면 잊는 꿈
Hype boy, 너만 원해
Hype boy, 내가 전해

And we can go hi-i-i-i-i-igh
말해봐, yeah, 느껴봐, mm-mm
Take him to the sky-y-y-y-y-y (Uh-uh)
You know, I hype you, boy
눈을 감아, ah-ah-ah, ah-ah (Uh-uh)
말해봐, yeah, 느껴봐, mm-mm
Take him to the sky-y-y-y-y-y (Uh-uh)
You know, I hype you, boy

잠에 들려고 잠에 들려 해도
네 생각에 또 새벽 세 시, uh-oh
알려줄 거야, they can't have you no more
봐봐 여기, 내 이름 써있다고
Yeah-eh

누가 내게 뭐라든
남들과는 달라 넌
Maybe you could be thе one
날 믿어봐 한 번
I'm not looking for just fun
Maybe I could be thе one

Oh, baby
예민하대 나 lately
너 없이는 매일 매일이, yeah-eh
재미없어, 어쩌지
I just want you, call my phone right now
I just wanna hear you're mine

'Cause I know what you like, boy (Uh-uh)
You're my chemical hype boy (Uh-uh)
내 지난 날들은, 눈 뜨면 잊는 꿈
Hype boy, 너만 원해
Hype boy, 내가 전해

And we can go hi-i-i-i-i-igh
말해봐, yeah, 느껴봐, mm-mm
Take him to the sky-y-y-y-y-y (Uh-uh)
You know, I hype you, boy
눈을 감아, ah-ah-ah, ah-ah (Uh-uh)
말해봐, yeah, 느껴봐, mm-mm
Take him to the sky-y-y-y-y-y (Uh-uh)
You know, I hype you, boy",Very Positive,0.7065
HYBE,NewJeans,Cookie,Unknown,81199,"Ee-yeah

내가 만든 쿠키
너를 위해 구웠지
But you know that it ain't for free, yeah-eh
내가 만든 쿠키
너무 부드러우니 (Yeah)
자꾸만 떠오르니 (Ayy)

널 choco-chip으로 sprinkle로
입맛 버리게 만들고 싶어
숨기고 있지만 널 더 보고 싶어
If you want it, you can get it, if you want it
네 목소리를 또 들려줘, boy

식사는 없어, 배고파도
음료는 없어, 목말라도
달콤한, 맛만, 디저트만 만
원하게 될 거, 알잖아?
식사는 없어, 배고파도
음료는 없어, 목말라도
*달콤한, 맛만, 디저트만 만*
원하게 될 거, 알잖아?

내가 만든 쿠키
너에게는 독이지
네 마음속을 녹이지 (So good), yeah-eh
Looking at my cookie
역시, 향기부터 다르니 (Taste it)
한입은 모자라니 (Uh)

널 choco-chip으로 sprinkle로
정신 못 차리게 만들고 싶어
숨기고 있지만 널 더 보고 싶어
If you want it, you can get it, if you want it
네 목소리를 또 들려줘, boy

식사는 없어, 배고파도
음료는 없어, 목말라도
달콤한, 맛만, 디저트만 만
원하게 될 거, 알잖아?
식사는 없어, 배고파도
음료는 없어, 목말라도
*달콤한, 맛만, 디저트만 만*
원하게 될 거, 알잖아?

(Yeah, yo) Bet you know, bet you know, bet you know I
레시핀 없어 딴 데서는 못 찾아
Take it, don't break it, I wanna see you taste it
Sugar, got sugar, 난 재료 안 아끼지
(Yeah, yo) Bet you know, bet you know, bet you know I네 다이어트를 망치고 싶어 나
Take it, don't break it, I wanna see you taste it
Sugar, got sugar, bet you want some (Yeah, yo)

식사는 없어, 배고파도
음료는 없어, 목말라도
달콤한, 맛만, 디저트만 만 (Mm-mm, mm-mm)
원하게 될 거, 알잖아? (Yeah, yo)
식사는 없어, 배고파도 (Yeah, yo)
음료는 없어, 목말라도
*달콤한, 맛만, 디저트만 만* (Mm-mm, mm-mm)
원하게 될 거, 알잖아? (Yeah, yo)

Yeah, yo
Yeah, yo
(Mm-mm, mm-mm)
Yeah, yo
Yeah, yo
(Mm-mm, mm-mm)

내가 만든 쿠키
Come and take a lookie
우리 집에만 있지, 놀러 와
얼마든지 굽지, 그런데 너 충치
생겨도 난 몰라
내가 만든 쿠키
Come and take a lookie
우리 집에만 있지 놀러 와
얼마든지 굽지, 그런데 너 충치
생겨도 난 몰라",Very Negative,0.556
HYBE,NewJeans,Bubble Gum,Unknown,76524,"You just get my heart pump, pumping
Everytime that you're here around me
노랫 소리가 또 흘러나와, yeah (Yeah)
오늘 오래 걸린 이유
I'm always so excited to meet you내 향기가 널 먼저 찾아가, yeah (먼저 찾아가 yeah)

눈 감아도 기억나게, 어디라도 따라갈래
You're so delicate 거품 속에, 숨었네
Uh-uh-uh
Oh, you make my heart melt away
You're a softie 구름 같아
이건 말로 설명 못해, you got me
Oh, oh-oh, oh
이미 우린 저기 멀리 높이 있는 풍선같이
Have you right here in a basket

Oh, my baby, sweet like bubble gum
Bouncin' like playin' ball
더 높이 올려줘
We're gonna fly away
Sweet like bubble yum
So smooth, soft like a hug
더 멀리 날려줘
Let's go far away

You're my favorite flavor
Bubble gum
Bubble, bubble, bubble, bubble, bubble, bubble
Bubble, bubble, bubble gum

얘기 늘어놓아 줄줄
Like I got nothing better to do
내 손바닥 안에 쏙 들어와, yeah (Yeah)
나만 알고 싶은 비밀 (Oh-oh)
All I know is I need this feeling (Oh-oh)
내 윤기가 널 먼저 사로잡아, yeah (Ooh, oh)

눈 감아도 기억나게 (기억나게)
어디라도 따라갈래 (따라갈래)
You're so delicate 거품 속에 숨었네
Uh-uh-uh
Oh, you make my heart melt away
You're a softie 구름 같아
이건 말로 설명 못해
You got me, oh-oh

Sweet like bubble gum
Bouncin' like playin' ball
더 높이 올려줘
We're gonna fly away
Sweet like bubble yum
So smooth, soft like a hug더 멀리 날려줘
Let's go far away

눈 감아도 기억나게
어디라도 따라갈래
You're so delicate 거품 속에 숨었네
Uh-uh-uh
Oh, you make my heart melt away
You're a softie 구름 같아
이건 말로 설명 못해
You got me, oh-oh

이미 우린 저기 멀리
높이 있는 풍선같이
Have you right here in a basket
Oh, my baby, sweet like bubble gum
이미 우린 저기 멀리
높이 있는 풍선같이
Have you right here in a basket
Oh, my baby, sweet like bubble gum",Very Positive,0.76
HYBE,NewJeans,Right Now,Unknown,69967,"Ah
Oh-woah
Right now

In no mood to find another
曖昧な関係のまま
さあ ⾒つけにいくだけよ
Right now, right now
Baby, I don't care about the other summer
지금 내가 필요한 건
もう待てない
I wanna hear it right now, right now
Baby, I don't

Hey
⾔いたいなら⾔ってよ
もう私壊れそう
더 늦지 말고 come my way, my way

'Cause it all depends on the right timing
Don't wanna close the door behind me
君の声 また こっ
다가와봐 right now, right now, baby, I'm not

In no mood to find another
曖昧な関係のまま
さあ ⾒つけにいくだけよ
Right now, right now
Baby, I don't care about the other summer
지금 내가 필요한 건
もう待てない
I wanna hear it right now, right now
Baby, I don't care

I don't care
I don't care
Right now, right now
Baby, I don't

Hey
チャンスは今ここに
⼀⽣モノの
Sweet romance 얼른 잡아줘
Hold my hand, my hand

'Cause it all depends on the right timing
Don't wanna close the door behind me
君の声 また こっ
다가와봐 right now, right now, baby, I'm not

In no mood to find another
曖昧な関係のまま
さあ ⾒つけにいくだけよ
Right now, right now
Baby, I don't care about the other summer
지금 내가 필요한 건
もう待てない
I wanna hear it right now, right now
Baby, I don't care

I don't carе
I don't care
Right now, right now
Baby, I don't",Very Positive,0.514
JYP Entertainment,ITZY,LOCO (English Ver.),Unknown,271041,"Loco

Walked in, smooth operator hit your mark
(I'm gettin' loco, loco)
Oh, gosh, pure shot of poison to my heart
(I'm gettin' loco, loco)
I'm trapped and there's no way out
Surrounded by my thoughts of ya
I think I'm a little obsessed
I feel like I was born to love ya

SOS for this kitty
Fresh like rain when I'm thirsty
Gon' lock you down, I got my eye on you, yellow
Feeling the fuego tonight, come and fan the flame
It's too late, want you so bad
I decided not to fight it
Can't contain it anyway
'Cause you got me blinded

Such a rush, you're making me lose my mind
You got me like cray-cray-crazy in love
What you doing to me?
Can't get off this bad roller coaster ride
You got me like cray-cray-crazy in love
I'm addicted, outta control

I'm gettin' loco, loco
I'm gettin' loco, loco

So, tell me, what's your intention?
I'm tripping when I know you playing with my emotions
I keep on going back and forth, it's hell then heaven
Pushing me right to the edge of broken
So dangerous
So, so, so dangerous, uh-oh
Ain't the type to risk it all
But you got me acting irrational

Oasis for this kitty
So, stay, I need you next to me
Break down my defenses
I don't wanna fight it

Such a rush, you're making me lose my mind
You got me like cray-cray-crazy in love
What you doing to me?
Can't get off this bad roller coaster ride
You got me like cray-cray-crazy in love
I'm addicted, outta control

Loco
I'm gettin' loco, loco-co
I'm gettin' loco, loco-co, oh-oh-oh
I'm gettin' loco, loco-co
I'm gettin' loco, loco-co, oh-oh-oh

Love that rush, you're making me lose my mind
You got me like cray-cray-crazy in love
What you doing to me?
Can't get off this bad roller coaster ride
You got me like cray-cray-crazy in love
I'm addicted, outta control

I'm gettin' loco, loco
I'm gettin' loco, loco",Very Positive,0.4736
JYP Entertainment,ITZY,WANNABE (English Ver.),Unknown,255189,"You're nagging non-stop
But I’m my own boss
Gotta let me work it out for myself
Don't need your guidance
I do what I wanna
Just leave me to own my own mistakes
And let me breathe, I need a little freedom
To make big girl decisions

I'm so bad, bad
I’ma get all I can get
'Cause good girls always finish last
I'm done with trying to please somebody else
I'm just on my way
Don't need you in my space
Sorry if I let it slip but
I don't care what you say

Won't pretend to be someone I'm not
Yeah, I’ll be staying true to myself
I wanna be me, me, me
I won’t change, I'm loving what I got
’Cause I know I'm perfect just the way I am
I wanna be me, me, me

I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me
I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me

(Action)
Errbody, errbody, errbody teaching me (All eyes on me)
Gotta do this and that, always interfering (Don’t touch me)
Ah yeah, yeah, yeah, yeah, yeah
Got flaws, so take it or leave it
I'ma do my thing, just do your thing
'Cause I'm the one and only

They all think that they can be the judge of my life (La, la, la)
Nothing else to do but pick apart, criticize (La, la, la)
Sorry, I ain't got time for your meaningless opinions
It's none of your business, I do my own business

Won't pretend to be someone I'm not
Yeah, I'll be staying true to myself
I wanna be me, me, me
I won't change, I'm loving what I got
'Cause I know I'm perfect just the way I am
I wanna be me, me, me

Hey! Hey!
No matter if you love me or hate me
Hey! Hey!
I wanna be me, one and only me
If you feel me, turn this beat up!
I wanna be me, me, me

Won't pretend to be someone I'm not
Yeah, I'll be staying true to myself
I wanna be me, me, me
I won't change, I'm loving what I got
'Cause I know I'm perfect just the way I am
I wanna be me, me, me

I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me
I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me",Very Positive,0.5292
JYP Entertainment,ITZY,마.피.아. In the morning (English Ver.),Unknown,238197,"Shh

Guess who loves you, yeah, that's right
Do I show you, no, not I
Where's the mystery? It's not time
Get you close, I get you close, then bam, in the dead of the night

I'ma steal your heart away, you are gonna love me
You won't even know what hit ya 'til I'm baring my teeth
'Cause I'm so good at playing the role
I won't be the first one to fold
If loving you makes me a felon, who done it, who?
You'll never know

Am I getting you, getting you just a little confused?
You know I never could, never could stick to all of the rules
Well it's finally, finally time to make up your mind
Hope you're ready, who knows what could happen in the night?

I'm the mafia
Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Ring-ding-ding, ding-ding-ding
I'm the mafia
Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Watch your back until the break of day

Target in the night, you don't even know (Ayy)
Hit you like the mafia (Ayy)
In the morning light, you don't even know (Ayy)
Hit you like the mafia

Oscar worthy, got you fooled
Playing innocent, but I'm a wolf (
No
)
You don't have the faintest clue (Aha)
I been planning for a while, baby. all systems are go (Brrah)

Better watch your, watch your heart 'cause you're no match for me
I'ma break in, break in, break in like a caper movie, ready?
Can you read my poker face? (Ah)
Hit me, I'm raising the stakes (Ah)
Hurry up, baby, catch me
If you can, haha

Am I getting you, getting you just a little confused?
You know I never could, never could stick to all of the rules
Well it's finally, finally time to make up your mind
Hope you're ready, who knows what could happen in the night?

I'm the mafia
Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Ring-ding-ding, ding-ding-ding
I'm the mafia
Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Hit you like the mafia

Been moving slow undercover, babe
You know in the morning, I'm the last one standing, yeah, yeah
(
Ma
) My lil' game
(
Fi
) Finishes tonight
(
A
) I'ma get ya
Ha-ha-ha-ha-ha-ha

I'm the mafia
Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Ring-ding-ding, ding-ding-ding
I'm the mafia
Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Watch your back until the break of day

Target in the night, you don't even know (Ayy)
Hit you like the mafia (Ayy)
In the morning light, you don't even know (Ayy)
Hit you like the mafia",Very Positive,0.8121
JYP Entertainment,ITZY,Not Shy (English Ver.),Unknown,158046,"Not shy, not me (
ITZY
)
I'm down so if you're down (Yeah)
Not shy, not me

Nobody-body ever got in the way
Of something I truly wanted
'Cause I don't waste time, I dive right in
Yeah I'mma take it, if I like it, if I like it, like it
Straight out the gate, no, I don't wanna wait'Cause the word ""hesitate"" ain't a part of my game, yeah
Take a shot, take it pow-pow-pow-pow-pow
Not shy to say I want you

Hey there, hey there
We make a great pair, great pair
You know that if I could make you my own
I could show you things you never dreamed of
Yeah yeah, why don't you wake up? Follow the signs
You're a free agent, do what you like
But I'm impatient, swallow your pride
And let me know, let me know, 'cause I'm not shy

Not shy, not me (
ITZY
)
I'm down so if you're down (
Not shy
)
Not shy, not me
Tell me now if you're d-d-d-d-down
Not shy, not me (ITZY)
I'm down so if you're down (Not shy)
Not shy, not me
You're what I want, what I want, and I'm not shy

Nobody-body need to ask if you got it bad
'Cause I see right through you, ooh
You gotta keep your eyes on the prize
Yeah you will like it, 'cause you like it, 'cause you like it, like it
Gotta step up, boy, you're thinking too much
Forget everything else, 'cause I'm the only one, yeah
Clear your mind, clear it now-now-now-now-nowNot shy to say I want you

Hey there, hey there
We make a great pair, great pair
You know that if I could make you my own
I could show you things you never dreamed of
Yeah yeah, why don't you wake up? Follow the signs
You're a free agent, do what you like
But I'm impatient, swallow your pride
And let me know, let me know, 'cause I'm not shy

Not shy, not me (ITZY)
I'm down so if you're down (Not shy)
Not shy, not me
Tell me now if you're d-d-d-d-down
Not shy, not me (ITZY)
I'm down so if you're down (Not shy)
Not shy, not me
You're what I want, what I want, and I'm not shy

I don't wanna overthink it
Don't wanna have any regrets
Go, go, go, it's your turn tonight
No, yes, no, either way it's fine
Yeah, baby, no messing me around
All we can do is see how it plays out
Let's just be who we are
Do what we do, we go with the flow
Let the beat drop

Not shy, not me (ITZY)
I'm down so if you're down (Not shy)
Not shy, not me
So let me know, let me know, 'cause I'm not shy

Not shy, not me (ITZY)
I'm down so if you're down (Not shy)
Not shy, not me
Tell me now if you're d-d-d-d-down
Not shy, not me (ITZY)
I'm down so if you're down (Not shy)
Not shy, not me
You're what I want, what I want, and I'm not shy

Not shy, not me",Very Positive,0.5859
JYP Entertainment,ITZY,달라달라 (DALLA DALLA) (English Ver.),Unknown,114705,"DDA-DDA-LA-DDA-LA-DDA-LA
DDA-DDA-LA-DDA-LA-DDA-LA

People look at me and they tell me
You need to tone it down
'Cause you look like you're trouble (No, no)
So what? Don't give a damn (No)
I'm sorry I don't care, don't care, really don't care
(Be-be-be-because)

Don't need Prince Charming, ain't got time for love (Hey!)
Yeah, I'm just out here looking for some fun (Hey!)
Unnies all over me, they say I'm young and naive
I'm sorry, sorry, I'm never gonna grow up

Don't bring me down 'cause I dare to be different
I'm a little DALLA, DALLA, DALLA
DDA-DDA-LA DDA-LA
Not gonna change who I am for your comfort
So watch and learn, I'll show you what I'm about
DDA-DDA-LA DDA-LA DDA-LA

I love myself
'Cause I'm so DALLA-DALLA, yeah
Oh, oh
I love myself
'Cause I'm so DALLA-DALLA, yeah
Yeah, I'm so DALLA-DALLA

Bad, bad, I'm sorry I'm bad
I'm just the way I am
Too busy Carpe Diem-ing all day
Drown out the haters, they'll never dictate
My life
You better check yourself, 말리지 마
 (
말리지 마
)
'Cause I'm one of a kind, yeah

Look in the mirror, loving what I see (Hey!)
Don't hold me back 'cause I'm just living free (Hey!)
Unnies all up in arms, 'cause they say I'm rude and too blunt
I'm sorry, sorry, I'm never gonna change me

Don't bring me down 'cause I dare to be different
I'm a little DALLA, DALLA, DALLA
DDA-DDA-LA DDA-LA
Not gonna change who I am for your comfort
So watch and learn, I'll show you what I'm about
DDA-DDA-LA DDA-LA DDA-LA

Don't care what people say, I got nothing to prove
I'm talking to myself, don't you let it get to you
So shake it off, look up to the sky
Just keep on dreaming, woah

Keep your chin up, we got your back (Hey!)
Keep your head up, just keep on dreaming (Yeah)
Keep your chin up, we got your back (Hey!)
Keep your head up, just keep on dreaming
Everybody

Don't bring me down 'cause I dare to be different (Oh)
I'm a little DALLA, DALLA, DALLA (Ooh; DALLA)
DDA-DDA-LA DDA-LA
Not gonna change who I am for your comfort
So watch and learn, I'll show you what I'm about
DDA-DDA-LA DDA-LA DDA-LA

I love myself
'Cause I'm so DALLA-DALLA, yeah
Oh, oh
I love myself
'Cause I'm so DALLA-DALLA, yeah
Yeah, I'm so DALLA-DALLA",Very Negative,0.4199
JYP Entertainment,ITZY,LOCO,Unknown,97520,"Loco
Hey
Hey

미친다는 말이 이해 간달까
(I'm gettin' loco, loco)
Oh gosh, 이건 달콤한 독 같아
(I'm gettin' loco, loco)
출구 없는 방 안에
사방이 너란 거울이야
굳이 쉽게 말하자면
I feel like I was born to love ya

오아시스 찾는 kitty
난 네 주위를 맴돌지
콩깍지 껴 버린 내 두 눈은 yellow
켜줘 네 손으로 불 꺼진 내 심장It's too late, want you so bad
너를 갖고 싶어졌어
몰라 이젠 이미 난 blind
끝까지 가볼래

넌 날 반쯤 미치게 만들어
You got me like cray-cray-crazy in love
대체 네가 뭔데
미쳐 날뛰어 기분이 up and down
You got me like cray-cray-crazy in love
나도 내가 outta control

I'm gettin' loco, loco
I'm gettin' loco, loco-oh

내게 대체 넌 뭘 원해
미친 이 마음은 다 갖다 퍼 줘도 I'm okay
하루는 천국을 갔다 왔다 가도
나락 끝까지 날 밀어버려
So dangerous
So, so, so dangerous (Uh-oh)
날 더 망가뜨려도
널 믿을 수 밖에 없게 해줘

오아시스 찾은 kitty
난 네 옆 자릴 넘보지
Break 따윈 잊었어
끝까지 가 볼래

넌 날 반쯤 미치게 만들어
You got me like cray-cray-crazy in love
대체 네가 뭔데
미쳐 날뛰어 기분이 up and down
You got me like cray-cray-crazy in love
나도 내가 outta control

Loco
I'm gettin' loco, loco-co
I'm gettin' loco, loco-co, oh-oh-oh
I'm gettin' loco, loco-co
I'm gettin' loco, loco-co, oh-oh-oh

넌 날 완전 미치게 만들어
You got me like cray-cray-crazy in love
대체 네가 뭔데
미쳐 날뛰어 기분이 up and down
You got me like cray-cray-crazy in love
나도 내가 outta control

I'm gettin' loco, loco
I'm gettin' loco, loco-oh",Very Negative,0.5789
JYP Entertainment,ITZY,WANNABE,Unknown,91059,"잔소리는 stop it 알아서 할게
내가 뭐가 되든
내가 알아서 할 테니까 좀
I do what I wanna
평범하게 살든 말든 내버려 둘래
어차피 내가 살아 내 인생 내거니까

I'm so bad, bad 차라리 이기적일래
눈치 보느라 착한 척 상처받는 것보다 백번 나아
I'm just on my way 간섭은 no, no 해
말해버릴지도 몰라 너나 잘하라고

누가 뭐라 해도 난 나야
난 그냥 내가 되고 싶어
I wanna be me, me, me
굳이 뭔가 될 필요는 없어
난 그냥 나일 때 완벽하니까
I wanna be me, me, me

I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me
I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me

(Action)
Errbody, errbody, errbody teachin' me (All eyes on me)
이래라 저래라 모두 한마디씩  (Don't touch me)
Ah, yeah, yeah, yeah, yeah, yeah
내 앞가림은 내가 해
I'ma do my thing, just do your thing
'Cause I'm the one and only

사람들은 남 말 하기를 좋아해 (La-la-la)
남의 인생에 뭔 관심이 많아 왜 (La-la-la)
저기 미안하지만 신경 좀 꺼줄래요
It's none of your business
I do my own business

누가 뭐라 해도 난 나야
난 그냥 내가 되고 싶어
I wanna be me, me, me
굳이 뭔가 될 필요는 없어
난 그냥 나일 때 완벽하니까
I wanna be me, me, me

(Hey, hey)
No matter if you love me or hate me
(Hey, hey)
I wanna be me, one and only me
If you feel me, turn this beat up
I wanna be me, me, me

누가 뭐라 해도 난 나야
난 그냥 내가 되고 싶어
I wanna be me, me, me
굳이 뭔가 될 필요는 없어
난 그냥 나일 때 완벽하니까
I wanna be me, me, me

I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me
I don't wanna be somebody
Just wanna be me, be me
I wanna be me, me, me",Very Negative,0.5615
JYP Entertainment,ITZY,마.피.아. In the morning,Unknown,87809,"Shh

Guess who loves you? 나야 나
Do I show you? No야 no
아직 time이 아냐 난
좀 더 가까이, 좀 더 가까이, 그러다 갑자기 싹
I'ma steal it 마음을 훔쳐, you are gonna love me
결정적일 때 이빨을 드러내는 type
나와 두 눈이 마주쳐도 (Ah), 난 흔들림이 없어, no (Ah)
널 사랑하는 게 죄라면 범인은 who? You'll never know

Baby, 헷갈려, 헷갈려, 헷갈리겠지 넌
결국엔 내 거야, 내 거야, 내 게 되겠지 넌
이제 finally, finally, 택할 시간이야
벌써 어느새 또 밤이 되었습니다

(I'm the mafia) Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Ring-ding-ding, ding-ding-ding
(I'm the mafia) Ma-ma-ma-ma-mafia, yah
We do it like a mafia
또 아침이 밝았습니다

어젯밤에도, you don't even know (Ayy)
누구일까 mafia? (Ayy)
날이 밝아도, you don't even know (Ayy)
누구일까 mafia?

배우보다 더 배우
늑대 가지고 노는 여우 (No)
전혀 안 보이겠지 clue (Aha)
하지만 나에겐 다 계획이 있다고, go (Brrah)
그만 머뭇머뭇대 슬슬 작전 개시
너를 뺏어, 뺏어, 뺏어 like a caper movie, ready?
알 수 없는 poker face (Ah) 점령해 네 맘 속 place (Ah)
Hurry up, baby, catch me if you can, ha-ha

Baby, 헷갈려, 헷갈려, 헷갈리겠지 넌
결국엔 내 거야, 내 거야, 내 게 되겠지 넌
이제 finally, finally, 택할 시간이야
벌써 어느새 또 밤이 되었습니다

(I'm the mafia) Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Ring-ding-ding, ding-ding-ding
(I'm the mafia) Ma-ma-ma-ma-mafia, yah
We do it like a mafia
누구일까 mafia?

마지막 밤이 깊었어, babe
이 밤이 지나면 네 곁엔 나 하나, yeah, yeah
(
마
) 마침내 (
피
) 피할 수 없는
(
아
) 아침이 와 (Ha-ha-ha-ha-ha-ha)

(I'm the mafia) Ma-ma-ma-ma-mafia, yah
We do it like a mafia
Ring-ding-ding, ding-ding-ding
(I'm the mafia) Ma-ma-ma-ma-mafia, yah
We do it like a mafia
또 아침이 밝았습니다

어젯밤에도, you don't even know (Ayy)
누구일까 mafia? (Ayy)
날이 밝아도, you don't even know (Ayy)
누구일까 mafia?",Very Negative,0.4994
